TDB04i,RDF010i,HATS8m,F06[C-C],CATS3D_06_AA,alvo
5.05159879302285,13.8508286201294,0.103925802008787,31,0,5.150580586203101
5.16790814696914,10.6173301255246,0.216025503570257,27,0,6.045757490560675
5.16560907484224,10.5877849163962,0.235105728376736,27,0,5.939302159646388
5.32521279254856,12.7925653571546,0.10693429095727,24,0,5.563837352959244
5.40926387370479,12.1965851434729,0.138916667260886,26,0,6.958607314841775
5.41249969200257,12.2260726876096,0.130905830958204,25,0,6.3872161432802645
5.33809895851492,12.2161728218616,0.139970152443997,25,0,6.096910013008056
5.23431391514765,10.5975455689355,0.205401255119209,28,0,7.397940008672037
5.27185286681109,10.6170935209586,0.186651297295261,28,0,5.543633966870957
5.27647927541318,12.1764459859786,0.130572548781323,24,0,5.892790030352131
5.31365637566271,11.1937279295333,0.125601890263992,28,0,5.795880017344075
5.07437072801653,12.9478911052894,0.141747485498143,31,0,5.197226274708024
5.18784458520872,12.9676700563229,0.108322630519147,32,0,4.522878745280337
5.18881039629955,12.977355626567,0.0905607251902562,31,0,5.769551078621726
5.27554413751045,12.4108629466804,0.116780951909193,32,0,4.522878745280337
5.20166035124,12.4009632828444,0.127028750287741,32,0,4.522878745280337
5.1900754225793,13.6265848934646,0.10846563385763,24,0,5.935542010773082
5.31599720792236,12.7826576315036,0.104191988911418,25,0,6.251811972993799
5.3167017285093,12.7331220383409,0.0890767987186246,24,0,5.756961951313706
5.3949621583809,12.1866192949559,0.12211495825075,26,0,8.0
5.39415342969118,10.6271012720314,0.169861069120854,30,0,6.259637310505756
5.20689755952465,10.6174562397494,0.170661295306974,27,0,6.050609993355088
5.21777911574086,10.0311762092161,0.226507737411508,27,0,5.889410289700751
5.11626880765515,12.0674758461396,0.156595711272167,27,0,6.008773924307505
5.14667079260327,11.1838916739391,0.183426089886903,27,0,6.309803919971486
5.25788304565672,11.203609511868,0.165645803292546,28,0,5.966576244513051
5.07106649196297,13.5535851939474,0.0930048839038367,31,0,4.522878745280337
5.17307054252364,12.4206390742886,0.121575263983289,31,0,5.100179497572904
5.39572453519243,12.2062792016882,0.131861517211351,25,0,7.221848749616356
5.39603342079764,10.6272280779497,0.152909035422451,29,0,6.337242168318426
5.32571143464357,10.6173285953444,0.151435969754493,29,0,5.609064892896621
5.21698570362652,11.2232174297688,0.135790045471797,28,3,5.987162775294828
