F03[C-N],SpMin1_Bh(p),RNCG,SpMax_B(v),SpMax_B(p),Tv,SpDiam_B(p),H4s,H6i,Eig07_EA,SpMin1_Bh(e),SpMax1_Bh(i),F05[C-C],RDF145s,F06[C-N],SpMax1_Bh(e),H7u,Eig12_EA(ri),SM02_AEA(ri),DP18,SP18,SpMax5_Bh(e),Eig07_EA(ed),nHet,CATS3D_07_LL,Eig12_EA(bo),F10[N-Cl],SM6_B(i),SM11_EA(bo),VE2_B(s),Eta_sh_p,RDF150s,nCb-,T(O..O),F03[N-F],Mor08s,RDF085u,CATS2D_05_AL,P_VSA_m_3,MATS7s,F06[N-Cl],alvo
13,2.09988921613502,0.103707568408682,3.92073637786704,3.89055239760866,39.8287742061315,5.81529091974169,12.3186716812072,1.30718783430168,1.92027920966464,1.97061514878725,4.19706108428404,30,22.334098635777,10,4.1532061972434,0.525969205327421,1.09897087529096,5.73219650379775,16.8054094805991,16.9493105591769,3.43958625976474,5.73219650379775,9,12,1.62050438450285,0,9.74191122540479,17.1280311837296,0.113399438849282,0.0889877641824249,34.9057406958035,5,12,0,0.816208250495903,24.6936404452832,9,95.1701938778729,-0.0615898313255158,0,4.522878745280337
13,2.0998383859168,0.103750910617322,3.92062390468963,3.89042270922336,39.2740982303122,5.81509181625419,13.6650075780083,1.21505119738915,1.92056116758134,1.97051932601402,4.19703209272029,31,89.2307025652141,11,4.15316276486308,0.521640664137167,1.07469718219392,5.72034328044433,16.0983922545483,16.2510784254613,3.4560184830745,5.72034328044433,9,11,1.55785406454977,0,9.74190027259166,17.1207382542353,0.112704811889959,0.0889877641824249,66.0979274548052,5,12,0,2.36292692031064,24.3586850715926,9,95.1701938778729,0.251421676126796,0,5.769551078621726
13,2.09991777308681,0.0997588878773194,3.92140173700617,3.89130352988507,40.7186399055544,5.81644960402097,22.8625091494985,1.61954965032175,2.17916057887055,1.97003991987355,4.19715180758358,30,29.1032515463838,10,4.15336925527127,0.82414825615734,1.1521456772896,6.52081793661177,17.0338109624144,17.188225629989,3.44171371438258,6.52081793661177,10,9,1.68318260751397,0,9.77754177589265,17.1962868018127,0.113676612882076,0.103938730853392,78.306193914332,6,12,0,0.293015298120839,25.1633131082653,8,110.130307148885,-0.0623171253222533,0,4.522878745280337
13,2.09965997635001,0.103297614591051,3.92156806120043,3.89175519794987,41.3580711015275,5.81670529961344,16.8115851750809,1.61010200638166,2.17916057887055,1.9702131107813,4.19704875341066,30,30.7399378621402,10,4.15329963387691,0.82394786438034,1.12948571534199,6.52081793661177,17.044601057299,17.2026043392938,3.44077959579568,6.52081793661177,10,9,1.68318260751397,0,9.76972458825234,17.1962868018127,0.115546045613101,0.125467164975974,19.9209247389601,6,12,0,-1.6078748334781,24.6962871468692,8,95.1701938778729,-0.0663518843697397,1,4.522878745280337
14,2.0922558099583,0.0908447243955066,3.91316817382684,3.87934865667996,52.5135729373047,5.82925215501419,19.5969874135825,1.72788137006957,2.36204119099647,1.95150960755201,4.19168337736476,26,87.1524700378837,19,4.14383743422529,0.821760198474068,1.30343101459839,7.16310147405656,19.007558919901,18.9727278117153,3.47362351154293,7.16310147405656,13,3,1.95342744972834,0,9.84612140390171,17.2454200302587,0.107629056674978,0.178395669291339,62.6387606393896,8,12,0,-2.00979694519614,23.5959818420522,13,95.1701938778729,0.204457907823465,0,5.935542010773082
14,2.09325706699376,0.0807674415250543,3.91283055298295,3.87848631928311,53.104442700125,5.82873771910147,21.3766178650958,2.0827125901926,2.38984813376807,1.95134584516714,4.19198413725875,25,96.2731996754206,18,4.14413542195766,0.817090533059516,1.4442499756232,7.19298805431951,19.6626855597035,19.6235028829719,3.47694380938513,7.19298805431951,15,3,2.26821275163522,0,9.89719148858827,17.2487995760762,0.10009010639995,0.158768930141671,57.2128091113183,7,12,0,1.76529212242409,22.3471219853346,12,140.05053369091,0.13005032236915,0,6.251811972993799
14,2.09313356134136,0.080793976901747,3.91255930554916,3.87819616767853,53.4166541668249,5.8279669438133,24.3662144409695,1.74186524090718,2.39049541269859,1.95126266979161,4.19191687896307,26,99.1406047518069,19,4.14403996917039,0.836515805165363,1.44424942945264,7.19114040271397,19.811073575975,19.7697497771934,3.48495164911406,7.19114040271397,15,3,2.2571692832705,0,9.89718210565436,17.2423389822756,0.0990999479640207,0.158768930141671,73.6757414741389,7,12,0,2.68449321105082,23.8459632304359,12,140.05053369091,0.333697428601064,0,5.756961951313706
14,2.09456508418728,0.0725489231451442,3.91561945385063,3.88178194536237,55.120758729739,5.83545301757578,25.393223606862,2.06947265290912,2.58204942329366,1.95338525682395,4.19301038721837,25,94.6743137568366,18,4.14558186760042,0.819439802382917,1.54786376704531,7.71051975127073,19.7049245416639,19.6667445328916,3.47925444155515,7.71051975127073,18,3,2.31520248598591,0,9.98857310070502,17.3316760761099,0.106478388870146,0.189540991093857,87.231985556683,8,12,0,2.00773250787698,22.8823382597368,12,184.930873503948,0.0692121685691644,0,8.0
12,2.09528030953292,0.076693175081904,3.91732255566834,3.8841903019564,49.2101332450753,5.83810293085623,26.5390161690513,2.04107287089786,2.61360437272611,1.95933831071182,4.19336269480992,27,124.753448634681,14,4.14641243573559,0.758403666162276,1.44606703279168,8.424317108596309,18.7137372316097,18.6967164578776,3.45834928297183,8.424317108596309,17,5,2.27153444596286,0,9.97649662783157,17.3537637510453,0.116306546994235,0.193247962747381,82.61858162251,8,12,0,3.09433487211536,30.096981729139,10,184.930873503948,-0.0782011557401265,1,6.259637310505756
12,2.09231636091756,0.105426745819386,3.91374250152532,3.88002334773084,40.238331675145,5.83045418302584,10.7001566513614,1.40278733875602,2.23028905492029,1.95492610280686,4.1910053626299,27,78.3708403009622,14,4.14337902601865,0.690222595363597,1.21657809627185,6.84892460811135,17.0350084162904,17.0238366883363,3.40436831691024,6.84892460811135,11,5,1.90389673909209,1,9.77026089685165,17.2026640135826,0.117835142560571,0.150943396226415,54.3940243228838,8,12,0,-3.64821975369523,27.6219785876852,11,80.2100806068604,-0.0763913666321784,0,6.050609993355088
12,2.09184591237346,0.104088040628961,3.91574814524188,3.8831182452088,41.0856075733774,5.83494540279823,10.6550549988274,1.39362310614957,2.23228595465639,1.95482378143594,4.19098744154318,27,83.5257838191665,14,4.14351812782558,0.679740264111965,1.23248947349683,6.85990774001652,17.0670405355383,17.0524388635087,3.40632984887664,6.85990774001652,12,5,1.90577346746143,1,9.79743615543585,17.2700438669732,0.122063463063582,0.183937823834197,51.5988269199914,9,12,0,-2.15288347145693,26.5129587556425,12,80.2100806068604,-0.0651909109458775,0,5.889410289700751
12,2.09280371723642,0.109074109765944,3.91391091374562,3.8804396560809,41.3304908248584,5.83055234917572,10.3809126946714,1.38464968270209,2.2302890549203,1.95600280141658,4.19147847362768,28,73.5807394253329,15,4.14391630280689,0.706248679533973,1.22303233595287,6.84892460811133,16.4224440048559,16.4156652498,3.4304280953133,6.84892460811133,10,4,1.9038967390921,1,9.76018117415855,17.2026640135826,0.121567291196888,0.161118508655127,35.9050658259566,8,12,0,-5.11302541262461,27.5248617314525,12,65.249967335848,-0.150172112731791,0,6.008773924307505
12,2.09218640060216,0.111090198931021,3.91274406219502,3.87907139255251,40.115417928001,5.82831313241548,9.68633838875031,1.40232948156415,2.19961421583092,1.95514177202837,4.19087118644406,27,72.9632476291203,14,4.14312922711044,0.689223538387282,1.18498164752822,6.05031813149528,16.8948002956721,16.9479208365782,3.39845973236002,6.05031813149528,10,5,1.78646378384688,1,9.73267072586965,17.1467972671713,0.119004445977998,0.166666666666667,25.7945523402022,7,12,0,-3.6632527616648,26.3644697068774,10,65.249967335848,-0.0947153326318293,0,6.309803919971486
12,2.09376289501069,0.0948630583449304,3.91358023407105,3.87959914525767,42.8699880990218,5.83005644148214,14.2501025690704,1.58903067408657,2.25133568857542,1.95590063698104,4.19177372649632,27,118.802957909691,14,4.14420848206333,0.6609596996729,1.21659200508758,6.8773384718708,17.4191727332748,17.4118902609174,3.44889427965064,6.8773384718708,12,5,1.88351069309322,1,9.81570667797274,17.2061909288131,0.112645277989297,0.14002642007926,40.9533684566995,7,12,0,-0.0884127524735175,27.5653674185806,11,110.130307148885,-0.0796673916107813,0,5.966576244513051
13,2.09958922659715,0.121122175946141,3.91990667495855,3.8896140463124,34.8258217710929,5.81412414361775,6.84705242411591,1.1362855123764,1.73580055272244,1.96958521943357,4.19646051225424,30,9.43237654398328,10,4.15243572546183,0.484670397975313,1.01049971819763,4.11973275516882,14.5186210202997,14.7904381508696,3.41586920882646,4.11973275516882,6,12,1.5,0,9.62343000433359,17.039088164496,0.124075150992447,0.0422832980972516,16.6474303269574,4,12,0,-4.44583088591456,20.9587643560281,9,50.2898540648355,-0.0760694285525502,0,4.522878745280337
13,2.09963352848223,0.113889203535103,3.92064790456985,3.89043179097026,35.8490519033681,5.81527845363471,12.4062291058117,1.18490631947939,1.87938524157182,1.96883979387563,4.19660784759008,30,25.1978161245919,10,4.15268892043435,0.496725697199406,1.08439738783759,5.62731081166064,15.3961115449567,15.5472990038592,3.41800275635838,5.62731081166064,8,9,1.57504111690221,0,9.70050890327464,17.1070285038213,0.118817022206424,0.0757796560769455,84.6948233417648,6,12,0,-9.06015006452911,20.1722405189809,9,80.2100806068604,-0.0062025929240698,0,5.100179497572904
14,2.09334837401139,0.0783298831318575,3.914128715385,3.87993221550288,51.8021928926096,5.83222651096667,33.8845119893651,1.66755793481754,2.39734908775191,1.95076677795165,4.19213462360035,25,131.451645678739,18,4.14441176310075,0.767087605403872,1.44426498592015,7.19926249088949,19.1842476944137,19.1331781805734,3.47815078346394,7.19926249088949,16,3,2.29724915237116,0,9.92777711289648,17.3095211387117,0.103255003808372,0.170919595570534,69.4048385923162,8,12,0,4.88013615210595,21.1008552044158,11,155.010646961923,0.101985073402591,0,7.221848749616356
12,2.09414241529169,0.0831829972560538,3.91582896592323,3.88235657011273,49.8596287429798,5.83491011155214,29.7440755003457,1.96957043051795,2.34813212685717,1.95809491761792,4.19248933899292,27,87.6063068240509,14,4.14524446382485,0.781190701252633,1.31945551857486,7.07663049871263,19.4244015119862,19.4052094139681,3.45752791070619,7.07663049871263,15,5,1.9078840953523,0,9.91493947065321,17.3320980814058,0.115610442139489,0.174447174447174,72.6295401495552,8,12,0,3.60805982478408,27.7247771910564,9,155.010646961923,-0.0836059397376216,1,6.337242168318426
12,2.09336158898645,0.0856529186970186,3.91615333758026,3.88322564882506,48.3705055113922,5.83490956565357,22.8631712621223,1.90793388515005,2.34813212685717,1.95817787934566,4.19231913917287,27,38.0450819816465,14,4.14512708326356,0.741594196596955,1.30328954365421,7.07663049871265,18.9057159017325,18.8992378965686,3.45631997484393,7.07663049871265,15,5,1.90788409535231,0,9.90812906271643,17.3320980814058,0.118255957690226,0.192307692307692,56.4441848206394,8,12,0,-2.14378156042881,32.0817727845729,9,140.05053369091,-0.0866318789974123,2,5.609064892896621
12,2.09332913109663,0.110358521598692,3.91392398976914,3.88016515854926,43.5162250171866,5.8302434555544,22.5333058919341,1.58506973953807,2.35575376292218,1.95773744904426,4.19188416128823,29,84.8594832988865,15,4.14448801553758,0.613007235464418,1.33949777923416,7.08462297783164,17.5860114348933,17.606035126226,3.46041174666843,7.08462297783164,15,5,1.93471941298193,0,9.89484853462836,17.2374833736618,0.109041631200388,0.159313725490196,86.2756154547058,7,32,0,-7.92195406755241,29.4936206776138,10,151.050421578517,0.0762296133336372,1,5.987162775294828
