P_VSA_p_2,VE1_RG,TDB04i,Mor30i,F03[C-N],F04[C-F],alvo
139.179647401832,4.73992272326493,5.24010203754166,-0.147929827492192,14,6,7.522878745280337
121.168896718802,2.82535807138285,5.06484461319957,0.035291489975675,12,1,5.785156151952302
104.383367170671,4.74868586765441,5.09727825262579,-0.352726231101392,13,0,4.522878745280337
104.383367170671,4.79764212284348,5.13217847589488,-0.257822982788502,13,1,5.094743951251549
104.383367170671,4.77551862619583,5.14251271230876,-0.309534405897198,13,1,5.13430394008393
110.910406475419,2.07250369395288,4.99626354582714,-0.12890007869235,9,0,5.563837352959244
121.168896718802,4.22851832702687,5.14321703922845,-0.116351161313407,12,1,5.935542010773082
121.168896718802,4.41351235189469,5.24943713376284,-0.100241638478681,12,5,6.346787486224656
121.168896718802,4.3534585564858,5.17197695914638,0.0653415307052477,12,1,4.633017024022149
121.168896718802,4.22554844043427,5.21410956683109,0.114154195239176,12,6,5.739928612014925
121.168896718802,4.40601394450639,5.31031757180226,0.187049868240555,12,10,5.790484985457369
121.168896718802,4.50889564108208,5.23656631254672,0.124118379390405,12,6,6.180456064458132
121.168896718802,4.38978488075169,5.28170476852078,0.24991474064182,12,7,4.522878745280337
121.168896718802,2.27060954845132,5.18333450640814,0.234731150149351,12,6,5.554395796726403
121.168896718802,4.50600299710529,5.21722004793953,0.172763714227107,12,6,5.7447274948966935
121.168896718802,4.59266515036499,5.31289708938842,0.258908602207931,12,12,4.897223385116559
104.383367170671,2.26630878236284,5.05159879302285,-0.133656701708268,13,0,5.150580586203101
121.168896718802,4.45736330538886,5.16790814696914,-0.0681296187250962,12,1,6.045757490560675
121.168896718802,4.40190577412082,5.16560907484224,0.001464748420736,12,1,5.939302159646388
139.179647401832,5.06027312125544,5.32521279254856,-0.179467475947486,14,9,5.563837352959244
139.179647401832,4.81680639785901,5.40926387370479,-0.0453321749050458,14,15,6.958607314841775
139.179647401832,4.89113584762275,5.41249969200257,-0.0923574775051688,14,10,6.3872161432802645
139.179647401832,4.86507694408016,5.33809895851492,-0.0574049373511171,14,9,6.096910013008056
121.168896718802,4.39470224046022,5.23431391514765,0.252331265854332,12,6,7.397940008672037
121.168896718802,4.45641739046005,5.27185286681109,0.186397511216325,12,7,5.543633966870957
139.179647401832,4.87088115405498,5.27647927541318,-0.131067000227626,14,7,5.892790030352131
121.168896718802,4.50833821733658,5.31365637566271,0.210168866691537,12,12,5.795880017344075
104.383367170671,4.80642743692172,5.07437072801653,-0.279719428059573,13,0,5.197226274708024
104.383367170671,4.82870670184239,5.18784458520872,-0.231586741943873,13,6,4.522878745280337
104.383367170671,4.79591284504925,5.18881039629955,-0.213390924440514,13,6,5.769551078621726
104.383367170671,4.77109035338686,5.27554413751045,-0.28225930785939,13,7,4.522878745280337
104.383367170671,4.76776314988472,5.20166035124,-0.190867681123899,13,6,4.522878745280337
139.179647401832,2.27360464210653,5.1900754225793,-0.107954116643843,14,6,5.935542010773082
139.179647401832,5.30111833555923,5.31599720792236,-0.0596962618970854,14,12,6.251811972993799
139.179647401832,5.06027093138427,5.3167017285093,-0.128914355019151,14,12,5.756961951313706
139.179647401832,4.78185883413999,5.3949621583809,0.0098437637215394,14,18,8.0
121.168896718802,4.42359013770108,5.39415342969118,0.315584199205159,12,18,6.259637310505756
121.168896718802,4.44528714014803,5.20689755952465,0.0139583768245199,12,2,6.050609993355088
121.168896718802,4.4008594720518,5.21777911574086,0.0707804583848297,12,2,5.889410289700751
121.168896718802,2.27044147072175,5.11626880765515,-0.0302040023251671,12,1,6.008773924307505
121.168896718802,4.49070612219593,5.14667079260327,-0.0362190174232625,12,1,6.309803919971486
121.168896718802,4.59578543167452,5.25788304565672,0.042825948798277,12,7,5.966576244513051
104.383367170671,5.92938861987383,5.07106649196297,-0.39790339346504,13,0,4.522878745280337
104.383367170671,4.78448072642939,5.17307054252364,-0.286487270332077,13,4,5.100179497572904
139.179647401832,4.79764433064248,5.39572453519243,-0.06738545890918,14,13,7.221848749616356
121.168896718802,4.48711305881377,5.39603342079764,0.238562691672479,12,13,6.337242168318426
121.168896718802,4.43293250607689,5.32571143464357,0.337541766810156,12,12,5.609064892896621
132.168784606408,4.79395760233109,5.21698570362652,0.319082339185252,12,12,5.987162775294828
